Target,<F>(raw),σ_F(raw),<ΔF>(raw),σ_ΔF(raw),<F>(unbinned),<F>(6hr),<F>(12hr),σ_F(unbinned),σ_F(6hr),σ_F(12hr),<ΔF>(unbinned),<ΔF>(6hr),<ΔF>(12hr),σ_ΔF(unbinned),σ_ΔF(6hr),σ_ΔF(12hr),σ^2_NXS(unbinned),err(σ^2_NXS)(unbinned),σ^2_NXS(6hr),err(σ^2_NXS)(6hr),σ^2_NXS(12hr),err(σ^2_NXS)(12hr),F_var(unbinned),err(F_var)(unbinned),F_var(6hr),err(F_var)(6hr),F_var(12hr),err(F_var)(12hr),"τ(inc,days)","Δt(inc,days)","τ(dec,days)","Δt(dec,days)",χ^2,dof,χ^2/dof
PKS0244-470,4.747607421875,0.7434589776500221,0.012189511899594904,0.998118225086326,4.748273028883443,4.55185613163477,4.638216669924295,0.7291580987260278,0.6635289770656256,0.6478379030572405,0.012079928785635111,0.004639660313623683,0.0164394637770297,0.9874807764390863,0.404751054483498,0.007811867398382863,-0.00272060914214413,0.001329113198988656,0.0018718195031817999,0.0007250003944458403,0.0018588350748513624,0.001329113198988656,nan,nan,0.043264529388192814,0.0083786927154661,0.04311420966284042,0.00794256881036915,1.450384721488939,1.145853558519093,3.0701621706074045,2.354201492704533,750.3231634377279,834,0.8996680616759327
PKS0310+013,3.131288873833081,0.8228325527958894,-0.008944118987214244,1.2302515218431456,3.1310182792247607,2.7896217538273707,2.9102419539884523,0.8191697258545664,0.8956753591610503,0.9170611281559042,-0.009398995766486075,0.007368137012061088,-0.015901281631298326,1.241543085380435,0.35406927488851947,0.2833895492218363,0.009799955126265926,0.0040742636207184105,0.005957388092830156,0.0019286363144629358,0.005170010210513279,0.0040742636207184105,0.09899472271927391,0.02057818593154747,0.07718411813857924,0.012493738096483725,0.07190278305123717,0.013249009207107013,0.12112527928869728,0.10416582935772567,0.11284253596841594,0.10416580328114833,980.5681198014961,868,1.1296867739648573
PKS0403-13,29.685758459659024,0.7488121865126443,-0.006064219824595805,0.9202898873291278,29.67011851151503,29.444410824799768,29.50972871893436,0.728774535199833,0.7701724357017654,0.7550886516315719,-0.006226760069578211,-0.009697816897343255,-0.004037829733616454,0.9370817529628156,0.3004536407808466,0.1812929656331581,0.00012435522808246043,2.8612807678549828e-05,0.0001177201652023931,1.739868397651815e-05,0.0001139739445330472,2.8612807678549828e-05,0.011151467530440128,0.0012829166923745926,0.010849892405106748,0.0008017906227498193,0.010675858023271347,0.0007818406317786651,21.801212426608714,2.270793786222839,22.752812232492502,2.354139925839945,1289.6875304348143,1047,1.2317932477887434
PKS0406-127,-18.416647976295344,0.6849843008707389,0.0002061859900210117,0.9252762777952086,1.872949755911649,1.901626631332802,2.019343005239525,0.6833598676314657,0.6594849977384074,0.6665294237484025,0.00023655917696283117,-0.004717425826840396,-0.012155320417229623,0.9288918878540459,0.3556436476680838,0.07431980708042939,-0.02374403358500147,0.006631118375593913,-0.001437834920878511,0.0019472232487759446,-0.0002231895734810405,0.006631118375593913,nan,nan,nan,nan,nan,nan,0.005807904782149489,0.020833083584193446,0.004244883998716447,0.020833425379350956,920.8066043425185,1081,0.8518099947664372
WISEJ032613.94+022514.6,60.28536507040447,1.1406244283083586,-0.0008578101542746434,1.4314177353017223,60.2869813032175,59.96282838349562,60.02894075336357,1.1525619570636412,0.9770956037012514,1.139769766288549,-0.0010456532894443972,0.02356803627517776,0.07278199793388684,1.4377000116998726,0.5295763375729111,0.08364831005510324,5.914149481008079e-05,1.648845530037698e-05,7.662817766130434e-05,1.1469299963666105e-05,7.138449804345727e-05,1.648845530037698e-05,0.007690350759886105,0.00107202231830458,0.008753752204700814,0.0006551076438688216,0.008448934728322694,0.0006536065848826825,0.2007484324594464,0.020833843116179196,0.20386077387751883,0.020833780717339323,979.9403642050654,806,1.2158069034802301
2MASXJ11255199-0742215,25.455100858478687,1.0531004365671843,0.00976339120526104,1.2572773279506713,25.460326834995,24.82221870244757,24.784497134548662,1.0453163119207287,0.8051292208219533,0.8736708797412625,0.00931487774026747,0.028429333947611705,0.049253468598675895,1.2624976420552565,0.4468146073386187,0.3370439990722267,0.0005274705701582627,8.291104022713343e-05,0.0006385053816656359,6.403779133793983e-05,0.0006384222820361422,8.291104022713343e-05,0.022966727458614184,0.0018050251255112052,0.02526866402613395,0.0012671384460949176,0.025267019650844106,0.0012341156974940027,16.992582112990128,3.104189800202221,13.171792774320046,2.1666994298020654,1289.077547299617,936,1.37721960181583
NGC1068,0.007266759959071181,0.21248050126513127,0.0005624205297768405,0.24269095694959347,0.6970806112131647,0.6465970993285839,0.6616226403486372,0.2139984204377582,0.15170966860405666,0.17868123142488263,0.0005375712117018983,0.004725233480712602,0.0074735509200596194,0.24524818603712922,0.08022153068033913,0.00012416981371881052,0.034649971065836935,0.0040832643644265485,0.026226974717286276,0.002910234134437552,0.025094876636065598,0.0040832643644265485,0.1861450269704698,0.010967965222821454,0.16194744430612754,0.008985119051759678,0.15841362515915605,0.010044349071527974,0.16706000935155768,0.12499604321806146,0.16542611541103447,0.12499601760487167,1400.6781766228598,859,1.6305915909462863
PKS0506-61,143.06288292829078,1412.5817590973752,0.008854290223044127,0.5423589296636389,154.30347299407381,76.36551668454659,77.64501065091042,1466.543498065927,2.2482705165428722,0.7400439839201998,0.017217269182375435,0.19823979052393392,0.38120289959380455,0.7838072576986296,0.34171272081704057,0.42218597030935734,0.17116803521197266,2.2572435976108185e-05,0.17532514214376982,2.4675560851861234e-05,0.17461469652309522,2.2572435976108185e-05,0.4137245885996778,2.7279543684493694e-05,0.41871845211761305,2.9465576125279238e-05,0.4178692337599111,3.0318117002913583e-05,0.5028801153092849,0.020833594038776937,0.5669301493199328,0.0208330471230056,255739526.43764824,11540,22161.137472933122
PKS0506-61 sectors 1+2+3,74.77177039539747,0.8788044476852603,-0.00457598729944479,0.47809126138328695,192.69744002548742,193.0529889033871,192.98041992974683,0.4201062610470562,0.44665102591015615,0.5533805058314922,-0.0023023221070911926,-0.007082723690869199,-0.007539348367313555,0.477438812293276,0.17845410608744688,0.11793602094888835,1.455116283284337e-06,1.219912019565361e-07,1.6777791825426397e-06,9.510414214872598e-08,1.690687279453235e-06,1.219912019565361e-07,0.001206282008190596,5.0564959573392376e-05,0.0012952911574401487,3.6711492085176394e-05,0.0013002643113818185,3.609419931693043e-05,144.53365644436926,1.3333446999999978,325.0051599005316,2.437522700000045,4787.901720379345,3539,1.3528967845095634
PKS0506-61 sectors 5+6+7,135.9145174957868,914.0555778254911,0.03177926417396788,0.5068548133757234,183.8183966856621,183.90684556334725,183.8581095874603,0.3824608301419086,0.36734339460558385,0.3145704338847599,-0.0008213542562396072,-0.0014112349453300004,-5.330752802734651e-06,0.49532696501234325,0.15203483898897813,0.12556286091699753,2.5235778692818144e-07,1.1700937246113131e-07,4.658375671044143e-07,6.150884762163683e-08,4.4473585646497736e-07,1.1700937246113131e-07,0.0005023522538301002,0.00011646147854320652,0.0006825229425480247,4.5059912119590656e-05,0.0006668851898677743,4.345478203241317e-05,8.67314232871108,0.0833325999999488,4.163957085219833,0.04166620000000876,3268.2995549924826,3036,1.0765150049382355
PKS0506-61 sectors 8+9+10,236.8526602037349,4.44529411818664,0.026014333944825795,0.5477169080581754,347.5063100903167,347.456485985,347.5469018639815,0.3999796297125434,0.7968841637075608,0.8170799256653699,0.0007896114569536269,0.01806541486498237,0.011074469384968155,0.5393610189339391,0.1979749840544385,0.11994228886445901,9.965803577911179e-07,6.396738860357778e-08,5.430383904555567e-07,3.779641229963867e-08,4.2842991480335155e-07,6.396738860357778e-08,0.0009982887146467788,3.203852135412106e-05,0.0007369113857551373,2.5645154241243976e-05,0.000654545578858609,3.0506730314098363e-05,50.346269996112234,0.39582910000012816,20.712312377934108,0.14583150000021305,3533.0693341285732,2589,1.3646463244992557
PKS0506-61 sectors 11+12+13,51.712691145946685,8.240075454367862,-0.004456156712868314,0.6554420501988725,137.6517398544264,137.20529502177018,137.160548435,0.6524972172339932,0.48820829222334117,0.7154522945254166,-0.0017300480183689685,0.006801061509006053,0.007038302003045547,0.6423111320166796,0.20355863194353044,0.19871967014941372,6.398194146360192e-06,5.545072017009911e-07,8.056187267691555e-06,4.979767357065786e-07,8.077006891216033e-06,5.545072017009911e-07,0.0025294651897901643,0.00010960957358480018,0.0028383423450478195,8.772316288333232e-05,0.002842007545946357,8.121433118189334e-05,125.75733189080127,1.5622131000000081,172.6199645856063,2.291688499999964,6090.223986361294,3696,1.6477878750977528
